Date,Startup,type,SubVertical,city,Investors Name,investment type,Amount cr
2016-09-06,EPAYLATER,Technology,Fin-Tech Platform,Mumbai,3 undisclosed HNIs,Seed Funding,28.0
2016-10-06,KYAZOONGA,eCommerce,Online event ticketing Platform,Mumbai,Ratan Tata,Seed Funding,0.0
2016-10-06,PAYTUNES,Consumer Internet,Mobile based rewards platform,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,7.0
2016-10-06,KICKSTART JOBS,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,0.0
2016-10-06,FRESHEE,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity,0.0
2016-10-06,MADRAT GAMES,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,0.0
2016-11-06,JAZZMYRIDE,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0
2016-11-06,AUTOSENSE,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity,0.0
2016-11-06,REDSUN TELEMATICS,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity,0.0
,KHANAGADI,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,0.0
,BOMBAY SHIRT COMPANY,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity,14.0
,EDTECHREVIEW,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,0.0
,BONHOMIA,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity,0.0
,GOBOLT,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,0.0
,JIVOX,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,84.0
,SMINQ,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,14.0
,CUREJOY,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity,61.6
,ONEWAY.CAB,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,6.3
,GRABONRENT,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity,0.0
,DIRO LABS,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity,6.3
,UNNATI HELPERS,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity,8.4
,ATHLETTO,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,0.0
,SAAVN,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity,0.0
,VOONIK,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity,280.0
,THINKPHI,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,0.0
,CLEARTAX,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,168.0
,SILVAN INNOVATION LABS,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity,12.6
,GREYTHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,72.8
,DUFFL,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,0.0
,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,0.0
,DIPPER,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,0.0
,QONFUSE,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,0.0
,THE INDIAN IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,0.0
,ONSPOON,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,2.1
,RESTATE,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,0.0
,CLEARTRIP,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity,0.0
,PROCMART,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity,0.0
,CELERIX,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,5.6
,NATURENAMA,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,3.15
,CYCLOPSMEDTECH,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,0.0
,SYONA COSMETICS,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,2.1
,PRETTYSECRETS,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,84.0
,SPIDERG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,2.1
,FAREYE,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity,49.0
,THE UOLO,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,2.94
,STAQU,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,0.0
,PADHOPADHAO,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity,0.0
,DRIVIFY,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,0.7
,PRATILIPI,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,0.0
,PARABLU,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,7.0
,SCHEDULERS LOGISTICS,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity,84.0
,LEAP INDIA,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity,42.0
,KABADIEXPRESS,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,2.072
,YOURDOST,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,16.8
,GOMALON,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,1.4
,VOLER CARS,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,0.0
,TRAVELYAARI,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity,42.0
,FABHOTELS,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity,112.0
,LOCANIX,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,4.2
,LENDINGKART,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,448.0
,HELLO TAX,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,4.13
,MYSUPERBRAIN,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,0.0
,BLOGBEATS,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,0.0
,LETREACH,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,1.4
,TRENDIEAPP,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,0.7
,IMPACTGURU,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,0.0
,VELVETCASE,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,21.0
,MERU CABS,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity,350.0
,CAMPUS DIARIES,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,3.08
,SCRIPBOX,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity,0.0
,BIRYANI BLUES,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity,5.152
2016-01-05,MOTOMOJO,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,0.0
2016-01-05,GET MY PARKING,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,5.264
2016-01-05,PRESCRIBEZ,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,2.03
2016-02-05,AIRWOOD,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,0.0
2016-03-05,MOBIKWIK,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,700.0
2016-03-05,IDREAMCAREER,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity,0.0
2016-03-05,ZWAYAM,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,3.5
2016-03-05,BOIBANIT,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,0.0
2016-03-05,ZUVER,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,2.52
2016-03-05,PREPATHON,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity,0.0
2016-04-05,EASYROADS,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,2.8
2016-04-05,LENSKART,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,840.0
2016-04-05,SECLORE,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,168.0
2016-04-05,SOLARTOWN,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,2.8
2016-04-05,COMARETE,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,2.8
2016-04-05,MYDENTISTCHOICE,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,2.1
2016-04-05,ACTIVE.AI,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,7.0
2016-04-05,AFFORDPLAN,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,7.0
2016-04-05,INDEE,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,7.0
2016-05-05,UNBXD,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity,0.0
2016-05-05,WEBALLIGATOR,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,5.25
2016-06-05,EDUACE SERVICES,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity,14.0
2016-06-05,MEESHO,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,0.0
2016-07-05,ZEBROADS,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,1.05
2016-09-05,LOCUS,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,38.5
2016-09-05,TOKO INNOVATIONS,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,6.3
2016-09-05,RENTICKLE,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,3.5
2016-10-05,HEALTHIFYME,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,84.0
2016-10-05,ZARGET,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,21.0
2016-10-05,INNONANO RESEARCH,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity,252.0
2016-10-05,SCHOOLWEAR,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,21.0
2016-10-05,SWIGGY,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,98.0
2016-11-05,ZENIFY,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity,12.6
2016-11-05,FAIRCENT,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity,0.0
2016-11-05,FRACTAL ANALYTICS,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity,1400.0
2016-12-05,UNACADEMY,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,7.0
2016-12-05,CAPITAL FLOAT,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,350.0
2016-12-05,LIFE CIRCLE,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity,2.1
2016-12-05,DREAM WALLETS,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,0.0
2016-12-05,SHABDNAGARI,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,0.0
2016-12-05,GALLERI5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,0.0
2016-12-05,DERBII,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,0.0
,STAYZILLA,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,189.0
,WOW EXPRESS,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,30.8
,SMARTIVITY,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,14.0
,BEDBATHMORE,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,0.0
,MURGENCY,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,0.0
,CROWNIT,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,0.0
,BLINGE,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,0.0
,THESMARTQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,3.5
,PURPLEHEALTH,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,1.4
,FUNDAMENTOR,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,0.0
,EDUPRISTINE,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,140.0
,BHIVEWORKSPACE,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,14.0
,PARENTLANE,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,0.0
,APPIE,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,14.0
,NIKI.AI,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity,0.0
,TAXIVAXI,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,7.0
,VEQTA,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,7.0
,I2IFUNDING,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,4.2
,EDUREV,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,0.0
,HOPPINGO,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,1.246
,EATONOMIST,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,0.0
,GOALWISE,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,14.0
,ROAST,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,0.0
,ADDRESS HEALTH,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,21.0
,ARCATRON MOBILITY,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,1.4
,SHETHEPEOPLE,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,0.0
,CLEARTAX,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,28.0
,CONSURE MEDICAL,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,0.0
,MCHAMP,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,6.65
,PIANTA,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed Funding,0.0
,VAHANALYTICS,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,2.8
,PLAY YOUR SPORT,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,0.0
,KOOVS,eCommerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,61.6
,CCAVENUE,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,124.6
,1MG,eCommerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,0.0
,TPOT,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed Funding,0.0
,MACHADALO,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,2.45
2016-01-04,DIL MIL,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,37.8
2016-01-04,PICSDREAM,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,0.0
2016-01-04,PROCESS 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,0.0
2016-04-04,HOUSING,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,0.0
2016-04-04,ROLL MAFIA,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,0.0
2016-04-04,HUNGAMA,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,350.0
2016-04-04,HIGHWAY DELITE,Consumer Internet,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,0.0
2016-05-04,CULT FITNESS,Healthcare,Healthcare training programs,Bangalore,Mukesh Bansal,Seed Funding,0.0
2016-05-04,HAPTIK,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,0.0
2016-05-04,SERVIFY,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,0.0
